id_student,id_student_original,id_year,id_grade,id_class_group,id_school,id_student_16_19,id_school_16_19
282,16876,2016,3,B,2130,6942,432
283,20423,2016,3,A,1832,8516,268
284,29608,2016,3,,2371,12603,548
285,30161,2016,3,P,1588,12873,156
286,20434,2016,3,A,2217,8521,474
287,20436,2016,3,,2356,8522,540
288,10268,2016,3,A,1689,4048,202
289,20450,2016,3,B,1775,8526,243
290,23771,2016,3,,1883,9986,315
291,20461,2016,3,B,1973,8530,358
292,27616,2016,3,B,1707,11711,211
293,27108,2016,3,,2120,11480,
294,2091,2016,3,A,2421,492,572
295,3324,2016,3,C,2200,1025,466
296,22990,2016,3,A,2257,9645,493
297,20495,2016,3,A,2324,8545,524
298,21880,2016,3,,1590,9136,157
299,13715,2016,3,B,1983,5575,363
300,20504,2016,3,A,1281,8549,11
301,29569,2016,3,,1965,12585,354
302,20510,2016,3,A,2531,8551,305
303,26336,2016,3,,1971,,
304,37930,2016,3,C,2352,16312,538
305,20538,2016,3,,1524,8560,
306,20542,2016,3,B,2539,8561,606
307,38401,2016,3,A,2518,16501,300
308,27949,2016,3,A,2523,11862,302
309,100078,2016,3,,1691,,203
310,34018,2016,3,A,2120,14563,427
311,20582,2016,3,,1620,8573,172
312,20584,2016,3,A,2253,8575,491
313,27146,2016,3,B,2523,11491,302
314,12867,2016,3,C,2038,5208,389
315,32614,2016,3,,1448,13934,88
316,27740,2016,3,,2034,11764,
317,30164,2016,3,B,2465,12875,593
318,4267,2016,3,B,2198,1417,465
319,2528,2016,3,A,1767,678,239
320,31524,2016,3,,2132,13461,433
321,19212,2016,3,C,1534,7972,130
322,38190,2016,3,A,1297,16419,18
323,11370,2016,3,A,1638,4535,180
324,20625,2016,3,A,2057,8592,397
325,21926,2016,3,A,1802,,256
326,20647,2016,3,B,1560,8600,143
327,8675,2016,3,B,2200,3340,466
328,20652,2016,3,A,2502,8604,603
329,20667,2016,3,,1855,8608,
330,20669,2016,3,B,2215,8609,473
331,1737,2016,3,,2441,,
332,27493,2016,3,B,2257,11656,493
333,26352,2016,3,A,1757,,234
334,23829,2016,3,B,1773,10010,242
335,23556,2016,3,B,2038,9892,389
336,20680,2016,3,,2034,8618,
337,14558,2016,3,,2085,,412
338,16592,2016,3,E,1434,6819,83
339,20686,2016,3,,1583,8620,154
340,28308,2016,3,A,2146,12026,440
341,20798,2016,3,A,1297,8671,18
342,16883,2016,3,,2487,6944,
343,39082,2016,3,A,2095,16792,417
344,20666,2016,3,B,2377,8607,551
345,20695,2016,3,B,1665,8626,193
346,31427,2016,3,,1859,13421,
347,20701,2016,3,A,1564,8629,145
348,22944,2016,3,C,2043,9631,391
349,40079,2016,3,D,1470,17196,98
350,11178,2016,3,B,1492,4457,109
351,8841,2016,3,,1863,3409,
352,33727,2016,3,C,1881,14431,288
353,20724,2016,3,A,1346,8641,40
354,40737,2016,3,,1773,,242
355,1067,2016,3,A,1534,120,130
356,20752,2016,3,A,1384,8647,58
357,1864,2016,3,B,1665,385,193
358,20770,2016,3,,1432,8655,82
359,5061,2016,3,A,2360,1768,542
360,31144,2016,3,,2126,,
361,20779,2016,3,B,1330,8660,32
362,20780,2016,3,C,2529,8661,
363,18474,2016,3,B,2457,7633,589
364,17255,2016,3,A,2198,7104,465
365,2985,2016,3,,2417,872,570
366,20785,2016,3,A,1881,8665,288
367,27082,2016,3,A,1887,11465,317
368,12327,2016,3,,1466,4967,96
369,19821,2016,3,A,1883,8262,315
370,4444,2016,3,,1283,,12
371,1051,2016,3,A,1806,112,258
372,20825,2016,3,A,1794,8681,252
373,7579,2016,3,B,2168,2870,451
374,20051,2016,3,A,1354,8362,44
375,4649,2016,3,A,1693,1588,204
376,12803,2016,3,C,1426,5181,79
377,18059,2016,3,A,2120,7452,427
378,12267,2016,3,,1654,4939,188
379,28372,2016,3,A,1897,12057,322
380,30852,2016,3,C,1767,13174,239
381,32732,2016,3,B,1426,13979,79
382,9015,2016,3,A,1396,3485,64
383,33208,2016,3,B,1796,14194,253
384,33396,2016,3,B,1771,14276,241
385,23453,2016,3,B,2257,9853,493
386,39526,2016,3,A,1313,16968,25
387,20886,2016,3,A,2174,8709,454
388,20891,2016,3,A,1346,8711,40
389,25630,2016,3,A,1867,10824,282
390,20904,2016,3,,2229,8717,
391,32599,2016,3,A,2002,13927,371
392,10117,2016,3,A,2415,,569
393,10157,2016,3,C,2543,4006,607
394,3675,2016,3,,1743,,
395,8645,2016,3,,2553,3327,
396,11955,2016,3,C,2140,4801,437
397,14262,2016,3,B,1313,5812,25
398,20933,2016,3,,2178,8729,
399,20941,2016,3,B,2140,8733,437
400,31788,2016,3,B,2419,13579,571
401,20945,2016,3,D,1434,8735,83
402,40199,2016,3,B,1572,17253,149
403,20947,2016,3,B,2266,8737,498
404,18913,2016,3,,1616,7827,170
405,20948,2016,3,A,1514,8738,120
406,20949,2016,3,B,1897,8739,322
407,21245,2016,3,A,2477,8864,599
408,14218,2016,3,A,2529,5793,
409,29419,2016,3,,2512,,298
410,20966,2016,3,A,2158,8743,446
411,26146,2016,3,B,2342,11047,533
412,25649,2016,3,B,1402,10832,67
413,25538,2016,3,C,2457,10785,589
414,30184,2016,3,C,1773,12883,242
415,39536,2016,3,A,2457,,589
416,20980,2016,3,A,2235,8749,483
417,20990,2016,3,,1301,8754,
418,32319,2016,3,,2545,13812,310
419,22641,2016,3,A,1875,9489,286
420,37763,2016,3,C,1784,16230,247
421,5761,2016,3,C,2034,2075,387
422,6347,2016,3,,1947,2328,347
423,17425,2016,3,C,1534,7174,130
424,28567,2016,3,B,2030,12156,385
425,10292,2016,3,B,2475,4056,598
426,35136,2016,3,A,1426,15047,79
427,21050,2016,3,A,1350,8784,42
428,35714,2016,3,A,2176,,455
429,21055,2016,3,C,2148,8786,441
430,24743,2016,3,D,1759,10428,235
431,21077,2016,3,B,1806,8793,258
432,7633,2016,3,B,1879,2892,287
433,21111,2016,3,B,1572,8805,149
434,21112,2016,3,A,1784,8806,247
435,31919,2016,3,A,1610,13637,167
436,29313,2016,3,B,1560,12473,143
437,37538,2016,3,C,2539,16133,606
438,16759,2016,3,A,1332,6892,33
439,21143,2016,3,A,1318,8817,27
440,21146,2016,3,A,2014,8819,377
441,15239,2016,3,A,1482,6239,104
442,23276,2016,3,,1434,9773,
443,21152,2016,3,B,2419,8823,571
444,7515,2016,3,,1757,2830,
445,23749,2016,3,A,2203,9977,468
446,8065,2016,3,,2202,3082,
447,26136,2016,3,B,1743,11042,228
448,36725,2016,3,A,1881,15770,288
449,21177,2016,3,A,1614,8835,169
450,23078,2016,3,A,1426,9681,79
451,28166,2016,3,A,2425,11965,574
452,21191,2016,3,,2209,8841,471
453,21193,2016,3,A,1814,8843,262
454,10904,2016,3,A,2124,4336,429
455,23327,2016,3,A,2328,9795,526
456,1524,2016,3,A,1786,42,248
457,21204,2016,3,B,1812,8849,261
458,21207,2016,3,C,1540,8851,133
459,10218,2016,3,B,2563,,313
460,33543,2016,3,C,2087,14344,413
461,31253,2016,3,A,1490,13360,108
462,21211,2016,3,B,1915,8854,331
463,17479,2016,3,B,2038,7199,389
464,6304,2016,3,A,1346,2304,40
465,30243,2016,3,,1683,12908,
466,21246,2016,3,B,1822,8865,264
467,36890,2016,3,A,1450,15842,89
468,21256,2016,3,A,2461,8872,591
469,21464,2016,3,,1952,,
470,39277,2016,3,A,2377,16866,551
471,7175,2016,3,B,1560,2684,143
472,31646,2016,3,A,1842,13522,273
473,21289,2016,3,,1362,8884,48
474,6967,2016,3,A,1484,2597,105
475,37925,2016,3,A,1985,16310,364
476,27594,2016,3,A,1881,11696,288
477,4209,2016,3,A,2512,1394,298
478,33399,2016,3,D,1470,14278,98
479,10063,2016,3,B,2449,3964,585
480,33609,2016,3,A,1824,14372,265
481,21312,2016,3,C,1414,8892,73
482,35467,2016,3,,1877,15198,
483,17106,2016,3,A,2032,7040,386
484,31303,2016,3,B,1786,13378,248
485,13774,2016,3,B,2437,,580
486,26587,2016,3,B,1999,11255,370
487,37907,2016,3,A,1544,16303,135
488,7318,2016,3,B,1683,2747,199
489,21338,2016,3,B,1703,8904,209
490,7521,2016,3,B,2529,2835,
491,37045,2016,3,,1440,,
492,23264,2016,3,B,1720,9764,218
493,21950,2016,3,A,1384,,58
494,32810,2016,3,A,1610,14011,167
495,17282,2016,3,,2518,7114,
496,35202,2016,3,B,2062,,400
497,13320,2016,3,B,1979,,361
498,21352,2016,3,,1620,8911,
499,7527,2016,3,C,2140,2838,437
500,10466,2016,3,B,1937,4137,342
501,21365,2016,3,,1871,8916,
502,12986,2016,3,A,2463,5260,592
503,21376,2016,3,A,2036,8921,388
504,21384,2016,3,,1745,8925,229
505,25848,2016,3,,2457,10914,
506,32442,2016,3,A,2030,13863,385
507,26044,2016,3,,1871,11000,
508,2146,2016,3,C,1759,518,235
509,29284,2016,3,A,2421,12458,572
510,12163,2016,3,B,1703,4891,209
511,6338,2016,3,A,2055,,396
512,40316,2016,3,,2106,,421
513,,2016,3,A,2371,,548
514,4201,2016,3,,2429,1387,
515,23582,2016,3,B,2215,9906,473
516,40342,2016,3,,1374,,53
517,21446,2016,3,C,1915,8948,331
518,32185,2016,3,A,1726,13748,221
519,16494,2016,3,,2362,6778,543
520,11477,2016,3,B,2091,4584,415
521,9206,2016,3,A,2014,,377
522,2917,2016,3,B,2569,839,613
523,16907,2016,3,A,1780,,245
524,12877,2016,3,A,1446,5213,
525,21466,2016,3,A,2419,8958,571
526,26547,2016,3,A,2527,11239,304
527,36130,2016,3,A,1358,15510,46
528,40595,2016,3,,2535,17379,307
529,27328,2016,3,C,2352,11573,538
530,21483,2016,3,,2429,8968,
531,32697,2016,3,,2249,,489
532,15809,2016,3,B,2128,6484,431
533,18889,2016,3,,2512,,298
534,29243,2016,3,B,1771,12437,241
535,12719,2016,3,,1303,5139,21
536,21495,2016,3,A,2128,8974,431
537,39754,2016,3,,2110,17067,423
538,19713,2016,3,A,2217,8209,474
539,21502,2016,3,B,1392,8980,62
540,23757,2016,3,,1699,,207
541,31984,2016,3,A,1838,13658,271
542,3786,2016,3,,1705,1204,210
543,27986,2016,3,A,1769,11876,240
544,27797,2016,3,B,1500,11792,113
545,14250,2016,3,A,1792,5806,251
546,,2016,3,A,2077,,408
547,24862,2016,3,A,1623,10482,173
548,21945,2016,3,B,1926,9168,337
549,29535,2016,3,B,1879,12570,287
550,29927,2016,3,B,1703,12767,209
551,21554,2016,3,A,2531,9000,305
552,7917,2016,3,B,1830,3017,267
553,28095,2016,3,,1610,11932,
554,27216,2016,3,A,1612,11523,168
555,21572,2016,3,B,2144,9007,439
556,12546,2016,3,B,1456,5065,92
557,26853,2016,3,,1332,11368,33
558,2925,2016,3,C,1759,845,235
559,38458,2016,3,B,2504,16524,600
560,16487,2016,3,B,2514,6774,297
561,8038,2016,3,A,1422,,77
562,18284,2016,3,A,1478,7553,102
563,25922,2016,3,A,2398,10947,561
564,21605,2016,3,C,1759,9024,235
565,8425,2016,3,A,1757,3244,234
566,32521,2016,3,A,2455,13892,588
567,21618,2016,3,,1749,9029,
568,19006,2016,3,B,2266,7878,498
569,27860,2016,3,B,2346,,535
570,21623,2016,3,B,1911,9031,329
571,21632,2016,3,B,2477,9034,599
572,19138,2016,3,B,2192,7937,462
573,19322,2016,3,A,1560,8013,143
574,25186,2016,3,,1875,10630,286
575,27366,2016,3,C,1285,11590,13
576,,2016,3,A,2249,,489
577,21666,2016,3,A,1786,9044,248
578,26775,2016,3,B,2014,11333,377
579,21674,2016,3,A,1390,9048,61
580,21682,2016,3,A,2036,9051,388
581,36070,2016,3,A,2272,15479,501
582,29111,2016,3,A,2518,12381,300
583,21684,2016,3,A,1414,9053,73
584,30639,2016,3,C,2543,,607
585,21697,2016,3,,2537,9060,308
586,21700,2016,3,A,1610,9061,167
587,14630,2016,3,B,2270,5967,500
588,21703,2016,3,C,1842,9063,273
589,21706,2016,3,B,2148,9064,441
590,38079,2016,3,A,1675,16374,197
591,,2016,3,,1714,,215
592,30340,2016,3,A,1973,12954,358
593,30763,2016,3,A,2158,13136,446
594,33197,2016,3,,1386,,59
595,17195,2016,3,A,2188,7076,460
596,2818,2016,3,A,1297,797,18
597,30159,2016,3,B,2219,12872,475
598,21753,2016,3,A,1332,9080,33
599,5771,2016,3,A,2188,2077,460
600,21759,2016,3,A,1945,9083,346
601,14580,2016,3,A,2020,5949,380
602,5898,2016,3,B,1897,2131,322
603,29605,2016,3,C,1434,12601,83
604,14475,2016,3,A,2379,5909,552
605,21778,2016,3,,2537,9090,308
606,21782,2016,3,,2198,9092,465
607,21786,2016,3,A,1738,9093,226
608,21789,2016,3,C,1332,9095,33
609,21793,2016,3,A,2128,9096,431
610,4298,2016,3,B,2079,1433,409
611,21809,2016,3,A,1765,9102,238
612,13345,2016,3,A,1400,5420,66
613,8057,2016,3,C,2473,,597
614,25785,2016,3,,1759,10891,235
615,21819,2016,3,A,2419,9108,571
616,25632,2016,3,B,2012,10826,376
617,11217,2016,3,,1677,4472,198
618,16126,2016,3,,2485,6620,292
619,10299,2016,3,A,2338,4058,531
620,21849,2016,3,,1885,9120,316
621,9477,2016,3,A,2487,3696,293
622,39597,2016,3,A,1470,17003,98
623,21859,2016,3,B,2079,9124,409
624,15389,2016,3,A,2243,6299,486
625,30238,2016,3,A,2479,12906,290
626,21865,2016,3,A,1318,9128,27
627,19059,2016,3,A,2229,7897,480
628,1161,2016,3,,2429,163,
629,16115,2016,3,,2291,6618,510
630,21882,2016,3,B,2245,9138,487
631,21526,2016,3,B,1796,8987,253
632,3982,2016,3,A,1784,1296,247
633,12390,2016,3,F,2473,4994,597
634,22139,2016,3,C,1410,9263,71
635,21898,2016,3,A,1786,9147,248
636,2178,2016,3,,1751,,
637,20622,2016,3,A,2360,8590,542
638,12561,2016,3,D,1470,5075,98
639,4431,2016,3,A,2272,1494,501
640,19022,2016,3,A,1380,7885,56
641,21922,2016,3,A,1945,9159,346
642,13874,2016,3,A,2126,5641,430
643,12131,2016,3,A,2062,4880,400
644,21929,2016,3,A,2516,9163,299
645,39049,2016,3,,1977,16780,360
646,2739,2016,3,B,2354,,539
647,4922,2016,3,A,2394,1708,559
648,15412,2016,3,A,1838,6309,271
649,18270,2016,3,C,2457,7547,589
650,21952,2016,3,A,2140,9171,437
651,12784,2016,3,,2352,5171,
652,21954,2016,3,A,1506,9173,116
653,12636,2016,3,A,2079,,409
654,2898,2016,3,,1705,,210
655,32154,2016,3,A,1398,13736,65
656,8917,2016,3,B,1538,3440,132
657,21977,2016,3,A,2093,9184,416
658,4895,2016,3,A,2415,,569
659,6364,2016,3,A,1769,2338,240
660,21990,2016,3,B,2134,9190,434
661,16751,2016,3,A,1368,6887,51
662,32190,2016,3,A,2200,13751,466
663,35663,2016,3,A,1293,15286,16
664,21997,2016,3,,1496,9195,111
665,11884,2016,3,A,2278,4770,504
666,22000,2016,3,A,1430,9198,81
667,,2016,3,A,2362,,543
668,,2016,3,,1627,,
669,40571,2016,3,,2502,17365,603
670,8405,2016,3,A,2293,,511
671,9360,2016,3,,1810,3646,260
672,22016,2016,3,B,2489,9206,294
673,22020,2016,3,B,1610,9207,167
674,40570,2016,3,,1840,,272
675,1276,2016,3,A,1352,211,43
676,33757,2016,3,B,2257,14442,493
677,21969,2016,3,B,2525,9182,303
678,22044,2016,3,B,1784,9216,247
679,2099,2016,3,A,1873,496,285
680,22046,2016,3,B,2346,9218,535
681,34038,2016,3,A,2280,14574,505
682,22052,2016,3,A,2427,9219,575
683,37362,2016,3,,1977,16050,360
684,26757,2016,3,A,1606,,165
685,28321,2016,3,B,2036,12030,388
686,29027,2016,3,,2083,12354,411
687,17993,2016,3,B,2449,,585
688,10563,2016,3,,2494,4188,
689,35311,2016,3,,2553,15122,
690,24562,2016,3,A,1922,10339,335
691,16813,2016,3,A,2053,6917,395
692,8055,2016,3,,2334,3078,
693,22081,2016,3,C,1780,9237,245
694,31604,2016,3,A,1436,13499,84
695,18130,2016,3,B,1456,7479,92
696,22101,2016,3,,2364,9245,
697,33547,2016,3,C,1510,14346,118
698,24537,2016,3,A,2045,10330,392
699,33932,2016,3,C,1610,14517,167
700,18783,2016,3,A,1406,7757,69
701,22133,2016,3,B,2136,9260,435
702,8674,2016,3,A,2229,3339,480
703,15989,2016,3,,2070,6553,404
704,38312,2016,3,E,2473,,597
705,32592,2016,3,B,2140,13921,437
706,27025,2016,3,,1954,11442,
707,22145,2016,3,A,1590,9265,157
708,19083,2016,3,A,1930,7912,339
709,15100,2016,3,A,2563,6178,313
710,22151,2016,3,M,1468,9268,97
711,39265,2016,3,A,1945,16861,346
712,22157,2016,3,A,1979,9272,361
713,40314,2016,3,,1905,,326
714,3486,2016,3,A,1656,,189
715,26084,2016,3,B,1334,11015,34
716,35320,2016,3,C,1542,15126,134
717,22175,2016,3,B,2413,9281,568
